s_no,bidder_id,outcome,payment_account_prefix_same_as_address_prefix,address_10892096f6d88d7449a249e831bfc8d8,address_111d4514cb2db9cc0aaf1ae65b39e70a,address_18efe9aa2a264f71020ed46242cab513,address_2367520c8d94e70f47f4e28e72004ef9,address_26108bd7fdfd14d2b7bf24aec40d86b2,address_274a03538f87ee7ec8b091da1c4fa8fc,address_2a96c3ce94b3be921e0296097b88b56a,address_2cf1e0523f43138fd65eebb2c8cb4b73,address_3a0b8057e5a900d872232c62a7f4c120,address_3a7e6a32b24aeab0688e91a41f3188e2,address_3ee4b535441c1b35d3f9aa3f7ed5ab88,address_4544d31a6d8a15cdee64e7dafbc63e6d,address_4a28d0cf109896236a89b2a1ab33b50c,address_4d90f2e709f1fc0810e5aef472dd3935,address_5c9de1da50cc32a29ffd596ae24cd2be,address_63ce78587e427547c60b44e54d51a4c9,address_7578f951008bd0b64528bf81b8578d5d,address_794abfcfc9a51569c6415a61a319b352,address_8c7fc2ee1e693a7f6e0c986c7375e0fc,address_8db1dcb1ae23a9b13d2a7f36bc991f00,address_91ea8f05b2be1f7fe36e86e20ea35105,address_937e24e5329b1758d1180c3b83041b1b,address_a3d2de7675556553a5f08e4c88d2c228,address_a71773a409dd8baba89ac1c7b4e4523a,address_aa497a035e67fdde98e547c22102646d,address_b16a6b39a27e215e5d571472485ef08e,address_b1abeeedc3163ca5d0df0eecbe6923d0,address_b312117de5aeb80a49c753f562c4b2d3,address_b650404e1ab5d177020221277c3e9306,address_b9b03d5a127eb07aeb9163cdcf524e13,address_c00ae99c1ef4854bd838c9648ea6eb51,address_c047e4d26a46f9fb919883da4ee2adef,address_c0688655078b9fd63d343bd4ae21194e,address_c268ac47bde5354c290a7374b3dd1c41,address_c4b65a7ef32586d7f9a711f867d3f54b,address_c6a1c9967d64e7f99ee545c2a5467960,address_c94cf5c3c5205afe0ef14ce669e01565,address_ca8d4b018cb62966eebb2974f5a83b4f,address_cb8cab3337c5bc1bb96ccfb18d6a62f7,address_ce0b318902ae2a4f5cc4023cea883d00,address_d204ba7ab87c1efb88e93a824efc926a,address_dbd1190dd19462115568e721afba7801,address_e00c0bbaf904d8155da1f1fc85af7434,address_e048f5d50823df461686fde13a25d287,address_e23d9777cddc347de82d839b2e54b22e,address_e350bda3ceb6067cad400ae931c3527a,address_e9ac7750d73a796460f96b096b29725f,address_eb0d036dc33a16ce54296758f96b9d0b,address_efed968be472133f24bd70f9412c156d,address_f3b1e4c7e5f5337ab0ff0d66aee32686,address_fa442b098896fe3f9aca16a6f100e597,address_fb5f20b04f48113f484f73988d44a09a,address_infrequent_address,address_rare_address,payment_account_0875307e1731af94b3b64725ad0deb7d,payment_account_0f244480cd73688fab682a82aa37a587,payment_account_1b53c9a459d6cae0a015df2bc2a6ed7f,payment_account_3e9073fb9219ceb4a1dc9dbb9e1acbe9,payment_account_474f441d0c8f8416be60291872926cd5,payment_account_4a347e6808ca4bd52f2f21a759e1beb2,payment_account_5a8c8865eaf65dc094a6bd9d6e7007cf,payment_account_7df4ebd184668b4257f740b11d4519af,payment_account_a0dc95936282ff8eef7ffa54f295255c,payment_account_a27bbbfe50ced2566f17d94553ec7b6b,payment_account_a3d2de7675556553a5f08e4c88d2c228,payment_account_af6c260faf0b9df48f2155e38b0a29e6,payment_account_b35a1080bb5f0ebb4212508b92c7196c,payment_account_bb97065ca7b313ebbee43f495d6f67a0,payment_account_c9274731b884ef7495041d62d4ec512e,payment_account_c9ef8f9c82a24602bca4f1fc4e69fd61,payment_account_dab1ae58a15b808c63d8dfcf734f5ee3,payment_account_infrequent_account,payment_account_rare_account,bids_per_auction_per_ip_entropy_median,bids_per_auction_per_ip_entropy_mean,ips_per_bidder_per_auction_median,ips_per_bidder_per_auction_mean,only_one_user,ip_only_one_user_counts,on_ip_that_has_a_bot,on_ip_that_has_a_bot_mean,ip_entropy,dt_change_ip_median,dt_same_ip_median,num_first_bid,short,t_until_end_median,t_since_start_median,0_hour72,1_hour72,2_hour72,3_hour72,4_hour72,5_hour72,6_hour72,7_hour72,8_hour72,9_hour72,10_hour72,11_hour72,12_hour72,13_hour72,14_hour72,15_hour72,16_hour72,17_hour72,18_hour72,19_hour72,20_hour72,21_hour72,22_hour72,23_hour72,24_hour72,25_hour72,26_hour72,27_hour72,28_hour72,29_hour72,30_hour72,31_hour72,32_hour72,33_hour72,34_hour72,35_hour72,36_hour72,37_hour72,38_hour72,39_hour72,40_hour72,41_hour72,42_hour72,43_hour72,44_hour72,45_hour72,46_hour72,47_hour72,48_hour72,49_hour72,50_hour72,51_hour72,52_hour72,53_hour72,54_hour72,55_hour72,56_hour72,57_hour72,58_hour72,59_hour72,60_hour72,61_hour72,62_hour72,63_hour72,64_hour72,65_hour72,66_hour72,67_hour72,68_hour72,69_hour72,70_hour72,71_hour72,max_bids_in_hour72,sleep,dt_others_median,f_dt_others_lt_cutoff,dt_self_median,dt_self_min,monday,tuesday,wednesday,balance,s_monday,s_tuesday,s_wednesday,f_monday,f_tuesday,f_wednesday,bids_per_auction_median,bids_per_auction_mean,n_bids,n_urls,n_bids_url,f_urls,13tdx9x3c4du6tr,1tjpqb3mqacsct0,2l309145ivgdy6r,301o49axv6udhkl,3ir1yiophclnlyj,d75il608kel7ote,i695h0p5uj10gmq,pw7hob3wyniyp5j,q5draunzzjr7wc2,szyjr65zi6h3qbz,vasstdc27m7nks3,ya0vpnuq1shnign,url_entropy,countries_per_bidder_per_auction_median,countries_per_bidder_per_auction_mean,countries_per_bidder_per_auction_max,most_common_country,ad,ae,af,ag,al,am,an,ao,ar,at,au,aw,az,ba,bb,bd,be,bf,bg,bh,bi,bj,bm,bn,bo,br,bs,bt,bw,by,bz,ca,cd,cf,cg,ch,ci,cl,cm,cn,co,cr,cv,cy,cz,de,dj,dk,dm,do,dz,ec,ee,eg,er,es,et,eu,fi,fj,fo,fr,ga,gb,ge,gh,gi,gl,gm,gn,gp,gq,gr,gt,gu,gy,hk,hn,hr,ht,hu,id,ie,il,in,iq,ir,is,it,je,jm,jo,jp,ke,kg,kh,kr,kw,kz,la,lb,li,lk,lr,ls,lt,lu,lv,ly,ma,mc,md,me,mg,mh,mk,ml,mm,mn,mo,mp,mr,mt,mu,mv,mw,mx,my,mz,na,nc,ne,ng,ni,nl,no,np,nz,om,pa,pe,pf,pg,ph,pk,pl,pr,ps,pt,py,qa,re,ro,rs,ru,rw,sa,sb,sc,sd,se,sg,si,sk,sl,sn,so,sr,sv,sy,sz,tc,td,tg,th,tj,tl,tm,tn,tr,tt,tw,tz,ua,ug,uk,us,uy,uz,vc,ve,vi,vn,ws,ye,za,zm,zw,zz,'auto parts','books and music',clothing,computers,furniture,'home goods',jewelry,mobile,'office equipment','sporting goods'
419,11b1859aaf7fa93818baa76007cf7207d8uwy,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1.68E+12,-1,0,1,6.97E+12,4.83E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,TRUE,8473684210,0.5,1.68E+12,1.68E+12,1,1,0,0,1,1,0,0.5,0.5,0,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
420,b2d3db61ddb119aa4e5f43e1bf72e349xr5tp,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.693147,14.008891,3,6.632258,0.214286,0.214286,1,0.2,6669.052143,11473684210,2105263158,0,0.457168,6.88E+12,8.21E+12,0.983607,0.901639,0.967213,1,0.819672,0.622951,0.737705,0.508197,0.540984,0.47541,0.262295,0.295082,0.229508,0.180328,0.213115,0.147541,0.04918,0.147541,0.098361,0.081967,0.213115,0.196721,0.065574,0.065574,0.081967,0.163934,0.131148,0.147541,0.196721,0.131148,0.180328,0.196721,0.081967,0.114754,0.081967,0.065574,0.016393,0.016393,0.04918,0.114754,0.114754,0.180328,0.262295,0.147541,0.180328,0.262295,0.180328,0.196721,0.229508,0.229508,0.180328,0.229508,0.262295,0.295082,0.311475,0.245902,0.295082,0.213115,0.311475,0.344262,0.098361,0.180328,0.147541,0.147541,0.081967,0.180328,0.213115,0.245902,0.262295,0.262295,0.327869,0.360656,61,FALSE,736842106,0.178826,10736842106,0,385,375,384,-0.078784,1,0.974026,0.997403,0.336538,0.327797,0.335664,3,7.380645,1144,155,1144,0.13549,0,0,0,0,0,0,0,0,0,0,0.38986,0,3239.360473,1,1.025806,2,in,0,0,0,0,0,0,0,0,0,0,0.000956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000956,0,0,0,0,0,0,0,0,0,0,0,0.000956,0,0,0,0,0,0.001912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001912,0,0,1,0,0,0,0,0,0,0,0,0.003824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000956,0.013384,0,0,0,0,0.000956,0,0,0,0.001912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000956,0.005736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000956,0,0,0,0,0.00956,0,0,0,0.000956,0,0.001912,0.044933,0,0,0,0,0,0,0,0,0.000956,0,0,0,0,0,0,0,0,0,0,1,0,0
421,11d7f0a5076649b229c301a22537834e1ehwg,0,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.076011,2,3.748971,0.083199,0.083199,1,0.4618,6172.550917,15894736840,3000000000,3,0.089868,1.08E+13,1.28E+13,0.62963,0.481481,1,0.814815,1,1,0.777778,0.518519,0.851852,0.592593,0.777778,0.814815,0.666667,0.703704,0.851852,0.703704,0.555556,0.666667,0.777778,0.592593,0.777778,0.37037,0.666667,0.407407,0.333333,0.37037,0.296296,0.296296,0.407407,0.333333,0.37037,0.444444,0.444444,0.518519,0.37037,0.407407,0.481481,0.481481,0.222222,0.407407,0.259259,0.37037,0.518519,0.444444,0.444444,0.555556,0.703704,0.777778,0.555556,0.962963,0.592593,0.740741,0.851852,0.703704,0.444444,0.444444,0.407407,0.592593,0.444444,0.592593,0.592593,0.777778,0.62963,0.777778,0.481481,0.407407,0.518519,0.37037,0.888889,0.666667,0.592593,0.740741,27,FALSE,1947368421,0.103053,14526315790,0,368,420,347,-3.686138,0.87619,1,0.82619,0.324229,0.370044,0.305727,2,4.670782,1135,500,1135,0.440529,0,0,0,0,0,0,0,0,0,0,0.32511,0,4542.336316,1,1.897119,16,my,0,0,0.004717,0,0.014151,0,0,0.014151,0.070755,0.009434,0.382075,0,0,0,0,0.004717,0.070755,0.014151,0,0,0,0.014151,0,0,0.004717,0.15566,0,0,0,0,0,0.004717,0.080189,0,0,0,0,0.004717,0.056604,0.004717,0,0,0,0,0.009434,0.004717,0,0.014151,0,0,0.009434,0,0,0,0,0.009434,0.009434,0,0.004717,0,0,0.023585,0.028302,0,0,0.141509,0,0,0,0,0,0.066038,0.004717,0.042453,0,0,0.009434,0,0.014151,0,0,0.004717,0.04717,0,0.20283,0,0.066038,0,0.023585,0,0,0,0,0.037736,0,0,0,0,0,0,0,0,0,0.04717,0,0.018868,0,0,0,0.014151,0.023585,0,0,0.004717,0,0,0.018868,0,0,0,0,0,0,0.037736,0,0.028302,0.014151,1,0.165094,0.023585,0,0.066038,0.79717,0,0,0.023585,0.009434,0.023585,0,0,0,0,0,0.089623,0.061321,0.023585,0,0,0.061321,0.004717,0,0,0.042453,0.028302,0,0.004717,0,0,0.009434,0,0.014151,0,0,0.018868,0.018868,0.056604,0.018868,0,0,0,0.009434,0,0,0,0.023585,0,0,0,0.004717,0.004717,0,0,0.075472,0.004717,0.051887,0.04717,0.311321,0,0,0,0,0,0.004717,0,0,0.226415,0.080189,0.056604,0,0,0,0,0,0,0,0,1,0,0
422,2e1eb5b56591662fd7ecd7b39621bbcfgd1ks,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,0,6.37E+13,9.12E+12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,157894738,0,8.09188E+11,4.29449E+11,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
423,4f891171f7b09f54d8b4f30b48421f178m75r,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.858235,1,4.462428,0.292071,0.292071,1,0.222054,4871.014987,7921052631,1289473685,0,1,6.2E+12,4.88E+12,0.857143,0.809524,1,0.738095,0.714286,0.857143,0.904762,0.619048,0.595238,0.619048,0.47619,0.380952,0.333333,0.261905,0.214286,0.261905,0.214286,0.119048,0.095238,0.166667,0.095238,0.142857,0.047619,0.095238,0.166667,0.261905,0.071429,0.047619,0.047619,0.095238,0.119048,0.190476,0.095238,0.047619,0.119048,0.238095,0.238095,0.309524,0.142857,0.285714,0.52381,0.380952,0.452381,0.428571,0.47619,0.214286,0.142857,0.333333,0.261905,0.190476,0.190476,0.285714,0.190476,0.238095,0.261905,0.214286,0.214286,0.238095,0.190476,0.261905,0.095238,0.047619,0.166667,0.238095,0.095238,0.047619,0.190476,0.357143,0.261905,0.119048,0.214286,0.214286,42,FALSE,421052632,0.312427,6842105264,0,309,294,272,-1.189725,1,0.951456,0.880259,0.353143,0.336,0.310857,1,5.057803,875,133,875,0.152,0,0,0,0,0,0,0,0,0,0,0.291429,0,2393.447537,1,1.075145,5,in,0,0.032877,0,0,0.00137,0,0,0,0,0,0.00137,0,0.00274,0,0,0.008219,0,0,0,0,0,0,0,0.00137,0,0,0,0,0,0,0,0.00137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137,0.00137,0,0,0,0,0,0,0,0,0,0.00274,0,0,0,0,0,0,0,0,0.00274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411,0,0,1,0.00274,0,0,0,0,0,0,0,0.00274,0,0,0,0.005479,0,0,0,0,0.00411,0,0,0,0,0,0,0.00137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137,0,0.009589,0,0.00137,0,0,0.039726,0,0,0,0,0,0.00274,0,0,0,0,0.00274,0,0.00137,0,0,0,0,0.00274,0,0,0,0,0,0.019178,0,0,0,0,0.00137,0,0,0.00137,0,0,0,0,0,0,0,0,0,0.00137,0,0,0,0.00137,0.008219,0,0,0,0.006849,0,0.00274,0.009589,0,0,0,0,0,0.00411,0,0,0.00137,0,0.00137,0,0,0,0,0,0,0,0,0,0,1
424,3995d9ce0cebd62d77cb8add067d93e15oezc,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.693147,0.693147,3,3,0,0,1,0.333333,0.693147,5.04E+12,-1,0,0,6.93E+13,8E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TRUE,52631580,1,5.04E+12,5.04E+12,1,2,0,-0.693147,0.5,1,0,0.333333,0.666667,0,3,3,3,1,3,0.333333,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,cn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
425,e67abc3ba39537cc640678297a7c5bfag490k,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.114778,1,2.180328,0.305825,0.305825,1,0.238095,560.848215,51736842104,4105263158,0,1,6.16E+12,4.95E+12,0.777778,0.888889,0.777778,0.222222,1,0.444444,0.444444,0.444444,1,0.333333,0,0.222222,0,0.222222,0.222222,0.111111,0,0,0.111111,0,0,0,0,0.222222,0,0,0.111111,0.111111,0.333333,0.111111,0,0.111111,0.555556,0.111111,0.111111,0.333333,0.333333,0.666667,0.111111,0.111111,0.222222,0.222222,0.222222,0.222222,0.444444,0.222222,0.333333,0.333333,0,0.222222,0.111111,0,0.222222,0.222222,0.222222,0.111111,0.222222,0.222222,0,0.111111,0,0.333333,0.111111,0.111111,0.222222,0,0.111111,0,0.111111,0.111111,0.111111,0.222222,9,FALSE,552631579,0.288732,46078947367,105263160,56,47,40,-1.32559,1,0.839286,0.714286,0.391608,0.328671,0.27972,1,2.344262,143,22,143,0.153846,0,0,0,0,0,0,0,0,0,0,0.174825,0,220.569363,1,1,1,in,0,0.040323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.024194,0,0,0,0,0.024194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024194,0,0,0,0.008065,0,0,0.008065,0,0,0,0,0,0,0,0,0.008065,0,0.008065,0,0,0,0,0,0,0,0,1,0,0
426,eefb0b863345336dce70312ff0f8faeb9qksv,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0.5,0.5,0,0,0,1.44E+12,-1,0,1,9.47E+12,4.17E+12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,26315790,1,1.44E+12,1.44E+12,1,1,0,0,1,1,0,0.5,0.5,0,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427,57e1892d3d62d87c9ba5e8425a1958c0fn11u,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,6.86E+13,8.72E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TRUE,736842104,0,8.09188E+11,4.29449E+11,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,my,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
428,88e24a019c32a60f2ff315a9d217ec33q144x,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.034657,1,1.15,0.351351,0.351351,1,0.25,50.913528,3.44E+11,8947368422,0,1,3.96E+12,4.58E+12,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0.5,1,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,2,FALSE,4552631578,0.125,3.24E+11,7315789474,8,7,9,-0.117783,0.888889,0.777778,1,0.333333,0.291667,0.375,1,1.2,24,3,24,0.125,0,0,0,0,0,0,0,0,0,0,0.458333,0,21.39785,1,1,1,za,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909,0,0,0.454545,0,0,0,0,0,0,0,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909,0,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
